Document,Topic,Weight,ACN,State Reference,Primary Problem,Make Model Name,Function 1,Function 2,Function 3,Function 4,Flight Phase 1,Flight Phase 2,Flight Phase 3,Flight Phase 4,Flight Phase 5,Flight Phase 6
4090,0,0.8978946,1706511,NY,Ambiguous,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Cruise,,,,,
4091,0,0.94158506,1706609,US,Ambiguous,B737-800,Pilot Flying, Captain,,,Climb,,,,,
4092,3,0.56046695,1706751,US,Human Factors,B737-700,Technician,,,,Takeoff / Launch, Parked,,,,
4093,0,0.8931298,1706830,US,Aircraft,B737-700,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4094,2,0.83200836,1708043,Unidentified,Aircraft,B737-900,Flight Attendant (On Duty),,,,Cruise,,,,,
4095,2,0.8893501,1708637,US,Airport,B777-200,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
4096,0,0.89896643,1709495,US,Human Factors,B737 Next Generation Undifferentiated,Captain,,,,Climb,,,,,
4097,1,0.8677566,1709885,NJ,Procedure,B777 Undifferentiated or Other Model,Pilot Not Flying,,,,Initial Climb,,,,,
4098,2,0.8898555,1709967,US,Aircraft,B737-800,Flight Attendant (On Duty),,,,Takeoff / Launch, Landing,,,,
4099,1,0.8097517,1710232,NJ,Human Factors,B737-700,First Officer, Pilot Flying,,,Final Approach,,,,,
4100,0,0.883735,1710233,FO,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Final Approach,,,,,
4101,2,0.79922855,1710256,Unidentified,Human Factors,B777 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
4102,2,0.880707,1710272,FO,Aircraft,B737-800,Captain, Pilot Flying,,,Descent, Takeoff / Launch,,,,
4103,1,0.90745735,1710286,CA,Human Factors,B737-800,Pilot Not Flying, First Officer,,,Final Approach,,,,,
4104,2,0.8801746,1710498,US,Aircraft,B737-800,Flight Attendant (On Duty),,,,Takeoff / Launch,,,,,
4105,2,0.9147628,1710500,US,Aircraft,B737-800,Flight Attendant (On Duty),,,,Landing, Takeoff / Launch,,,,
4106,2,0.78076047,1710522,US,Aircraft,B737-900,Flight Attendant (On Duty),,,,Initial Approach, Taxi, Takeoff / Launch, Landing, Descent,
4107,0,0.8241472,1710654,US,Aircraft,B737 Next Generation Undifferentiated,Pilot Flying, Captain,,,Cruise,,,,,
4108,1,0.9058228,1710735,CA,Procedure,B737-800,Captain, Pilot Not Flying,,,Initial Approach,,,,,
4109,0,0.56872505,1710963,Unidentified,Aircraft,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
4110,2,0.90704966,1711159,Unidentified,Aircraft,B737-700,Flight Attendant In Charge,,,,Cruise,,,,,
4111,0,0.8894692,1711351,UT,Weather,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
4112,0,0.90700036,1711355,FL,Human Factors,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb, Initial Climb,,,,
4113,0,0.9100818,1711445,Unidentified,Aircraft,B787-800,Captain, Pilot Flying,,,Climb,,,,,
4114,0,0.5342314,1711447,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
4115,0,0.91104317,1711452,Unidentified,Aircraft,B787-800,Pilot Not Flying, First Officer,,,Climb,,,,,
4116,3,0.8774618,1711523,Unidentified,Procedure,B767 Undifferentiated or Other Model,Technician,,,,Cruise,,,,,
4117,0,0.9132799,1711664,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
4118,0,0.7976135,1711683,Unidentified,Aircraft,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
4119,1,0.8794091,1711935,US,Aircraft,B767-300 and 300 ER,Captain, Pilot Flying,,,Final Approach,,,,,
4120,1,0.74494725,1712778,CO,Procedure,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Landing,,,,,
4121,3,0.87727803,1712787,US,Aircraft,B757 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
4122,1,0.9004907,1712960,IL,Environment - Non Weather Related,B777 Undifferentiated or Other Model,Pilot Flying, Captain,,,Landing,,,,,
4123,1,0.87566257,1713005,NJ,Procedure,B737-800,Pilot Not Flying, Captain,,,Final Approach,,,,,
4124,1,0.89705783,1713233,DC,Procedure,B737-800,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
4125,2,0.8852941,1713242,US,Aircraft,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
4126,2,0.8076245,1713407,WY,Procedure,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Initial Climb,,,,,
4127,0,0.8696149,1713419,US,Weather,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
4128,2,0.8968202,1713424,US,Human Factors,B737 Next Generation Undifferentiated,Pilot Flying, Captain,,,Cruise,,,,,
4129,1,0.9174431,1713427,Unidentified,Aircraft,B737 Next Generation Undifferentiated,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
4130,0,0.6885932,1713730,FO,Procedure,B787 Dreamliner Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
4131,1,0.9143424,1713758,US,Aircraft,B737-800,Pilot Flying, Captain,,,Final Approach,,,,,
4132,2,0.91755986,1713771,US,Human Factors,B787-900,Captain, Pilot Flying,,,Cruise,,,,,
4133,0,0.5604914,1713949,US,Aircraft,B777 Undifferentiated or Other Model,Approach,,,,Final Approach,,,,,
4134,1,0.92738646,1713984,US,Weather,B737-700,Pilot Not Flying, First Officer,,,Final Approach,,,,,
4135,3,0.86713475,1714030,FO,Ambiguous,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Cruise,,,,,
4136,3,0.89711946,1714051,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Cruise,,,,,
4137,1,0.90072644,1714144,IL,Human Factors,B737-800,Pilot Not Flying, Captain,,,Climb,,,,,
4138,1,0.3976849,1714226,WA,Procedure,B737-900,Pilot Not Flying, Captain,,,Final Approach,,,,,
4139,2,0.8960344,1714288,Unidentified,Company Policy,B737-800,Flight Attendant In Charge,,,,Cruise,,,,,
4140,1,0.88433534,1714450,DC,Ambiguous,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Climb,,,,,
4141,0,0.9174688,1714454,FL,Ambiguous,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Cruise,,,,,
4142,3,0.49762157,1714532,US,Aircraft,B737-800,First Officer, Pilot Flying,,,Cruise,,,,,
4143,1,0.9290424,1714575,IL,Human Factors,B737-900,First Officer, Pilot Not Flying,,,Final Approach,,,,,
4144,0,0.9171605,1714577,AK,Ambiguous,B737-800,First Officer, Pilot Flying,,,Cruise,,,,,
4145,0,0.5691007,1714727,US,Aircraft,B737-900,First Officer, Pilot Flying,,,Cruise,,,,,
4146,2,0.93000287,1714749,US,Human Factors,B737-900,Flight Attendant (On Duty),,,,Parked, Taxi, Cruise,,,
4147,0,0.78409094,1714863,US,Aircraft,B737-700,Captain, Pilot Not Flying,,,Climb,,,,,
4148,1,0.8411707,1715058,US,Human Factors,B737-800,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
4149,1,0.8872653,1715281,FL,Human Factors,B737-700,Pilot Flying, Captain,,,Final Approach, Initial Approach, Landing,,,
4150,1,0.90834033,1715335,GA,Ambiguous,B737 Next Generation Undifferentiated,First Officer, Pilot Flying,,,Landing,,,,,
4151,2,0.92926097,1715338,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
4152,2,0.8595587,1715441,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
4153,0,0.64153504,1715444,US,Ambiguous,B737-800,Pilot Flying, Captain,,,Climb,,,,,
4154,3,0.860885,1715592,US,Aircraft,B737-800,Pilot Not Flying,,,,Landing,,,,,
4155,0,0.88995117,1715640,US,Procedure,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
4156,2,0.85165334,1715653,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Descent, Takeoff / Launch,,,,
4157,2,0.881804,1715980,CA,Human Factors,B777-300,Local,,,,Taxi,,,,,
4158,0,0.55874413,1716011,FL,Airspace Structure,B737 Next Generation Undifferentiated,First Officer, Pilot Flying,,,Climb,,,,,
4159,0,0.57238084,1716033,US,Ambiguous,B757 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
4160,2,0.88114035,1716140,FO,Aircraft,B767 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
4161,2,0.91859585,1716512,FO,Aircraft,B737-800,Flight Attendant (On Duty),,,,Cruise, Parked,,,,
4162,0,0.8655917,1716580,TX,Human Factors,B777 Undifferentiated or Other Model,Enroute, Instructor,,,Climb,,,,,
4163,0,0.8771932,1716606,Unidentified,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Cruise,,,,,
4164,0,0.63042134,1716614,US,Aircraft,B737-700,Pilot Not Flying, Captain,,,Cruise,,,,,
4165,2,0.8966343,1716977,CA,Airspace Structure,B737-800,Local,,,,Final Approach,,,,,
4166,1,0.84378594,1717025,US,ATC Equipment / Nav Facility / Buildings,B737-700,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4167,0,0.9039762,1717058,US,Company Policy,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
4168,2,0.89293104,1717068,US,Environment - Non Weather Related,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
4169,0,0.8487494,1717169,US,Aircraft,B767-300 and 300 ER,Check Pilot, Pilot Not Flying,,,Cruise,,,,,
4170,0,0.87725896,1717375,US,Company Policy,B787-900,Approach, Departure, Instructor,,Initial Climb,,,,,
4171,0,0.5549145,1717383,US,Human Factors,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Cruise,,,,,
4172,1,0.8766663,1717400,US,ATC Equipment / Nav Facility / Buildings,B737-700,First Officer, Pilot Not Flying,,,Takeoff / Launch,,,,,
4173,1,0.91603786,1717401,FO,Procedure,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
4174,0,0.896176,1717506,US,ATC Equipment / Nav Facility / Buildings,B757-200,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
4175,0,0.89613956,1717740,US,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Cruise,,,,,
4176,1,0.88733023,1717750,US,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Climb,,,,,
4177,0,0.6761721,1718063,US,Procedure,B737-700,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
4178,1,0.90567845,1718111,NJ,Human Factors,B737 Next Generation Undifferentiated,Pilot Not Flying, Captain,,,Final Approach,,,,,
4179,3,0.8066609,1718187,US,Weather,B737 Undifferentiated or Other Model,First Officer,,,,Takeoff / Launch,,,,,
4180,3,0.6635903,1718742,US,Human Factors,B737-800,Pilot Not Flying, Captain,,,Cruise,,,,,
4181,1,0.87379766,1718754,MA,Human Factors,B767-300 and 300 ER,Captain, Pilot Flying,,,Climb,,,,,
4182,3,0.843309,1718955,US,Aircraft,B737 Next Generation Undifferentiated,Captain,,,,Cruise,,,,,
4183,3,0.8590718,1718969,US,Aircraft,B777 Undifferentiated or Other Model,Pilot Flying, Captain,,,Final Approach, Landing,,,,
4184,0,0.9033464,1719234,NY,Human Factors,B737-900,Enroute,,,,Cruise,,,,,
4185,0,0.8730631,1719276,US,Aircraft,B757 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
4186,3,0.8914716,1719283,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
4187,1,0.7293614,1719849,US,Human Factors,B737-800,Pilot Flying, Captain,,,Final Approach,,,,,
4188,2,0.52821213,1720138,CA,Human Factors,B777-300,Local,,,,Takeoff / Launch,,,,,
4189,0,0.64738506,1720185,US,Aircraft,B787 Dreamliner Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
4190,2,0.87858707,1720355,US,Aircraft,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
4191,2,0.88313186,1720393,US,Aircraft,B737-700,Flight Attendant (On Duty),,,,Landing,,,,,
4192,0,0.8527722,1720755,Unidentified,Airspace Structure,B737-800,Pilot Not Flying,,,,Cruise,,,,,
4193,0,0.8773062,1720800,US,Weather,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
4194,2,0.89207274,1720804,US,Aircraft,B737-800,Pilot Flying, Captain,,,Cruise,,,,,
4195,0,0.9075065,1720941,CO,Aircraft,B757-200,Pilot Flying, Captain,,,Cruise,,,,,
4196,2,0.929143,1721018,Unidentified,Aircraft,B737-800,Flight Attendant In Charge,,,,Cruise,,,,,
4197,1,0.91535616,1721350,FL,Aircraft,B737-300,Captain, Pilot Not Flying,,,Climb, Final Approach,,,,
4198,0,0.93080837,1721385,US,Aircraft,B737-800,First Officer, Pilot Not Flying,,,Climb,,,,,
4199,2,0.49815872,1722209,FL,Aircraft,B737 Next Generation Undifferentiated,Trainee,,,,Descent,,,,,
4200,0,0.91677636,1722320,AZ,Aircraft,B757-200,Captain, Pilot Flying,,,Climb,,,,,
4201,0,0.58103424,1722327,Unidentified,Aircraft,B737-800,Captain, Pilot Flying,,,Climb,,,,,
4202,2,0.8802326,1722391,Unidentified,Aircraft,B737-800,Flight Attendant (On Duty),,,,Cruise,,,,,
4203,0,0.937505,1722565,Unidentified,Aircraft,B737-800,Pilot Not Flying, Captain,,,Cruise,,,,,
4204,2,0.8889214,1723437,US,Aircraft,B737-800,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
4205,1,0.83477575,1723510,NY,Environment - Non Weather Related,B737 Next Generation Undifferentiated,Pilot Flying, Captain,,,Final Approach,,,,,
4206,1,0.86765933,1723569,Unidentified,Aircraft,B757-200,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
4207,0,0.8253803,1723573,HI,Aircraft,B757-200,Pilot Flying, Captain,,,Cruise,,,,,
4208,2,0.60608995,1723918,NY,Procedure,B787-900,Oceanic,,,,Cruise,,,,,
4209,2,0.92975813,1724761,US,Human Factors,B737-800,Supervisor / CIC,,,,Final Approach,,,,,
4210,0,0.887087,1724912,Unidentified,Aircraft,B767-300 and 300 ER,Captain, Pilot Flying,,,Cruise,,,,,
4211,1,0.83864945,1724938,CA,Ambiguous,B737 Undifferentiated or Other Model,Captain,,,,Final Approach,,,,,
4212,1,0.90033257,1725078,US,Human Factors,B737-900,Captain, Pilot Not Flying,,,Final Approach,,,,,
4213,1,0.86322653,1725398,CO,Human Factors,B757 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Final Approach,,,,,
4214,1,0.924095,1725417,US,Weather,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Final Approach,,,,,
4215,0,0.942585,1725655,Unidentified,Aircraft,B757-200,Pilot Not Flying, First Officer,,,Cruise,,,,,
4216,0,0.49421751,1726067,CO,Human Factors,B737 Next Generation Undifferentiated,Pilot Flying, First Officer,,,Climb,,,,,
4217,0,0.9134398,1726155,US,Aircraft,B737-800,First Officer, Pilot Flying,,,Climb,,,,,
4218,2,0.88261014,1726195,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4219,0,0.9017708,1726624,FO,Aircraft,B757-200,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
4220,1,0.76962215,1727054,CA,Human Factors,B737-800,Passenger,,,,Cruise,,,,,
4221,0,0.9020419,1727117,US,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Climb,,,,,
4222,1,0.8328907,1727150,NH,Procedure,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Climb,,,,,
4223,1,0.50400054,1727966,CA,Procedure,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Initial Climb,,,,,
4224,1,0.83884543,1729427,US,Procedure,B737 Next Generation Undifferentiated,Pilot Not Flying, Captain,,,Final Approach,,,,,
4225,3,0.9096101,1730088,US,Aircraft,B777 Undifferentiated or Other Model,Captain,,,,Climb,,,,,
4226,0,0.5599606,1730100,Unidentified,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
4227,0,0.87852186,1730111,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Climb,,,,,
4228,3,0.8557189,1730237,Unidentified,Ambiguous,B737-800,Pilot Flying,,,,Climb,,,,,
4229,0,0.9205732,1730555,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
4230,0,0.74731374,1732066,MO,Human Factors,B737-800,Captain, Pilot Not Flying,,,Taxi,,,,,
4231,2,0.91803896,1732072,US,Human Factors,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
4232,1,0.88158077,1732183,CA,Human Factors,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Final Approach,,,,,
4233,2,0.8498531,1732512,US,Aircraft,B737 Next Generation Undifferentiated,Pilot Flying, Captain,,,Initial Climb, Descent,,,,
4234,0,0.9203259,1733019,CO,Weather,B737-800,First Officer,,,,Cruise,,,,,
4235,1,0.7832161,1733501,FO,Ambiguous,B777 Undifferentiated or Other Model,Check Pilot, Captain,,,Cruise,,,,,
4236,0,0.85840595,1733822,CA,Human Factors,B737 Next Generation Undifferentiated,Pilot Not Flying, Captain,,,Final Approach,,,,,
4237,0,0.6254601,1734281,FO,Aircraft,B767-300 and 300 ER,First Officer, Relief Pilot,,,Landing,,,,,
4238,0,0.91499066,1734310,US,Weather,B777-200,Pilot Flying, Captain,,,Cruise,,,,,
4239,0,0.8906261,1735588,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
4240,1,0.52228737,1738266,CO,Human Factors,B737-700,Captain, Pilot Not Flying,,,Initial Approach,,,,,
4241,0,0.8436663,1738836,Unidentified,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb,,,,,
4242,0,0.87157744,1738891,FL,Ambiguous,B737-800,Captain, Pilot Flying,,,Climb, Initial Climb,,,,
4243,0,0.89800334,1738959,US,Aircraft,B737-700,Captain, Pilot Not Flying,,,Cruise,,,,,
4244,0,0.6568427,1739000,MD,Ambiguous,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4245,1,0.88039404,1739089,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
4246,3,0.90574765,1740051,NM,Aircraft,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
4247,0,0.9049389,1740203,US,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4248,3,0.88592726,1740617,Unidentified,Procedure,B737-800,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
4249,0,0.8991748,1740637,FO,Procedure,B767-300 and 300 ER,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4250,1,0.8843159,1740733,FO,Ambiguous,B777-200,First Officer, Pilot Flying,,,Landing,,,,,
4251,2,0.7947615,1740804,NV,Aircraft,B737 Undifferentiated or Other Model,Flight Attendant (On Duty),,,,Landing, Parked,,,,
4252,0,0.8381335,1740934,Unidentified,Human Factors,B737-800,Flight Attendant (On Duty),,,,Climb,,,,,
4253,3,0.65968496,1740997,Unidentified,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Climb,,,,,
4254,0,0.9043888,1741119,CA,Airspace Structure,B737 Undifferentiated or Other Model,Approach,,,,Initial Climb,,,,,
4255,1,0.9162696,1741450,US,Aircraft,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4256,0,0.8957587,1742006,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Climb,,,,,
4257,2,0.91364324,1742118,Unidentified,Procedure,B767-200,Flight Attendant (On Duty),,,,Cruise,,,,,
4258,1,0.9079367,1742224,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
4259,0,0.87477726,1742820,US,Aircraft,B737-800,First Officer, Pilot Flying,,,Climb,,,,,
4260,0,0.599069,1742865,FO,Weather,B737 Next Generation Undifferentiated,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
4261,0,0.88470453,1742905,US,Weather,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
4262,2,0.89629674,1743649,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
4263,2,0.7099201,1743773,US,Human Factors,B737-800,Captain, Pilot Flying,,,Climb,,,,,
4264,1,0.8230181,1744865,CO,Human Factors,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Landing,,,,,
4265,0,0.9170687,1745537,HI,Airspace Structure,B747 Undifferentiated or Other Model,Approach,,,,Cruise,,,,,
4266,2,0.49573594,1747324,US,Aircraft,B737-700,First Officer, Pilot Not Flying,,,Climb,,,,,
4267,3,0.88790214,1747363,US,Aircraft,B737-800,First Officer, Pilot Flying,,,Cruise,,,,,
4268,0,0.6196102,1748162,Unidentified,Aircraft,B767-300 and 300 ER,Captain, Pilot Flying,,,Cruise,,,,,
4269,1,0.9321439,1748317,US,Aircraft,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4270,3,0.8601691,1748350,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
4271,0,0.881774,1748351,US,Aircraft,B777 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
4272,3,0.86594814,1748385,FO,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4273,1,0.49990943,1748397,US,Aircraft,B737-800,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
4274,3,0.5815971,1748766,FO,Aircraft,B767-300 and 300 ER,Pilot Not Flying, First Officer,,,Cruise,,,,,
4275,0,0.482077,1748817,US,Aircraft,B767-300 and 300 ER,Captain, Pilot Flying,,,Cruise,,,,,
4276,0,0.86309916,1748930,US,Human Factors,B737-700,Flight Attendant (On Duty),,,,Cruise,,,,,
4277,1,0.8685336,1750165,TX,Ambiguous,B737 Undifferentiated or Other Model,Pilot Flying,,,,Cruise,,,,,
4278,0,0.92105484,1750429,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
4279,2,0.9100994,1750764,US,Human Factors,B737-800,Pilot Flying, Captain,,,Climb,,,,,
4280,0,0.9248274,1751026,CO,Staffing,B737 Undifferentiated or Other Model,Enroute,,,,Other Holding Pattern,,,,,
4281,0,0.867746,1751273,US,Aircraft,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4282,3,0.8720106,1751625,US,Aircraft,B767-300 and 300 ER,Pilot Flying, Captain,,,Climb,,,,,
4283,0,0.87439024,1752076,US,Weather,B737-700,Captain, Pilot Not Flying,,,Cruise,,,,,
4284,0,0.8762952,1752100,CO,Aircraft,B737-800,Captain, Pilot Flying,,,Climb,,,,,
